email,first_name,last_name,perferred_name,department_name,level_2,level_3,level_4,level_5,manager_email,,gender,ethnicity,leadership_skills,leadership_modifier,Affinity bias,Authenticity,Constructive Feedback,Credit For Work,Digital Inclusion,Diverse Thinking,Empathy,Feeling Listened To,Flexible Working,Fostering D&amp;I,Leadership Stereotypes,Positive Recognition,Sustainable Workload,Undermining,Wellbeing Checkins
test.Robert.Schmitt@survey.staging.vortexplore.com,Robert,Schmitt,Robert Schmitt,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.3196618985163842,0.2973512692070318,4,4,3,4,2,3,1,5,2,4,5,5,4,4,3
test.Matthew.Schmidt@survey.staging.vortexplore.com,Matthew,Schmidt,Matthew Schmidt,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.020279184634851177,0.2973512692070318,4,5,4,1,2,3,2,4,3,5,3,5,5,4,3
test.Charles.Manning@survey.staging.vortexplore.com,Charles,Manning,Charles Manning,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Male,White,-1.2210436804063938,0.2973512692070318,4,3,5,3,2,3,3,4,2,3,3,4,4,4,2
test.Ryan.Anderson@survey.staging.vortexplore.com,Ryan,Anderson,Ryan Anderson,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Male,Ethnic Minority,-0.9512918472573823,0.2973512692070318,4,4,3,3,2,3,3,5,2,5,4,4,4,3,4
test.Shawn.Webb@survey.staging.vortexplore.com,Shawn,Webb,Shawn Webb,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Male,White,0.007154233738665083,0.2973512692070318,5,4,3,4,2,2,2,2,2,3,4,3,3,2,3
test.Barbara.Quinn@survey.staging.vortexplore.com,Barbara,Quinn,Barbara Quinn,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.15481650122390955,0.2973512692070318,3,5,3,4,2,4,3,3,2,4,4,3,4,4,3
test.Rachel.Davis@survey.staging.vortexplore.com,Rachel,Davis,Rachel Davis,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Male,White,0.04119130319423714,0.2973512692070318,4,1,3,4,3,3,3,5,3,3,3,3,3,3,4
test.Mallory.Smith@survey.staging.vortexplore.com,Mallory,Smith,Mallory Smith,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Male,Ethnic Minority,-0.6646511294608413,0.2973512692070318,4,3,3,5,2,3,3,5,2,3,4,5,3,5,3
test.Adam.Herrera@survey.staging.vortexplore.com,Adam,Herrera,Adam Herrera,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Female,White,0.48874897781918225,0.2973512692070318,4,3,3,4,2,3,6,5,2,3,5,2,3,3,4
test.Joseph.Jackson@survey.staging.vortexplore.com,Joseph,Jackson,Joseph Jackson,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Male,White,0.07680094086626166,0.2973512692070318,3,3,4,2,2,3,1,5,3,3,3,4,3,3,3
test.Michelle.Robinson@survey.staging.vortexplore.com,Michelle,Robinson,Michelle Robinson,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.18424635583160565,0.2973512692070318,4,5,3,5,2,4,6,4,3,3,4,4,3,5,3
test.Amy.West@survey.staging.vortexplore.com,Amy,West,Amy West,Engineering ,Hardware,Hardware 2,Hardware 2-3,,test.Karen.Haynes@survey.staging.vortexplore.com,,Male,White,0.45435848991049466,0.2973512692070318,3,3,3,3,3,3,5,3,2,3,4,4,4,3,3
test.Kelly.Simon@survey.staging.vortexplore.com,Kelly,Simon,Kelly Simon,Engineering ,Hardware,Hardware 2,Hardware 2-4,,test.Karen.Sanchez@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.4543834493825934,0.005711760484207629,5,5,3,2,2,3,5,4,2,4,3,4,3,5,2
test.Angela.Howell@survey.staging.vortexplore.com,Angela,Howell,Angela Howell,Engineering ,Hardware,Hardware 2,Hardware 2-4,,test.Kelly.Simon@survey.staging.vortexplore.com,,Male,White,0.0873310062973906,0.4543834493825934,5,3,3,3,3,3,4,3,3,3,4,4,3,4,5
test.Andrea.Scott@survey.staging.vortexplore.com,Andrea,Scott,Andrea Scott,Engineering ,Hardware,Hardware 2,Hardware 2-4,,test.Kelly.Simon@survey.staging.vortexplore.com,,Female,White,0.12726396606970308,0.4543834493825934,4,3,4,5,3,3,5,3,2,3,5,2,3,4,3
test.Thomas.Martin@survey.staging.vortexplore.com,Thomas,Martin,Thomas Martin,Engineering ,Hardware,Hardware 2,Hardware 2-4,,test.Kelly.Simon@survey.staging.vortexplore.com,,Male,White,0.32282162066454206,0.4543834493825934,4,3,4,4,2,3,3,4,3,4,4,3,3,3,4
test.Jasmine.Benson@survey.staging.vortexplore.com,Jasmine,Benson,Jasmine Benson,Engineering ,Hardware,Hardware 2,Hardware 2-4,,test.Kelly.Simon@survey.staging.vortexplore.com,,Female,White,0.20820565876541564,0.4543834493825934,4,4,3,3,2,4,4,3,2,3,4,3,4,4,2
test.Seth.Benson@survey.staging.vortexplore.com,Seth,Benson,Seth Benson,Engineering ,Hardware,Hardware 2,Hardware 2-4,,test.Kelly.Simon@survey.staging.vortexplore.com,,Male,White,0.2826535515912779,0.4543834493825934,3,4,3,4,2,4,7,4,2,4,3,4,3,3,3
test.Donald.Estes@survey.staging.vortexplore.com,Donald,Estes,Donald Estes,Engineering ,Hardware,Hardware 2,Hardware 2-4,,test.Kelly.Simon@survey.staging.vortexplore.com,,Male,White,0.3192298809404119,0.4543834493825934,5,3,3,4,2,3,6,4,3,4,3,2,4,2,4
test.Scott.Johnson@survey.staging.vortexplore.com,Scott,Johnson,Scott Johnson,Engineering ,Hardware,Hardware 2,Hardware 2-4,,test.Kelly.Simon@survey.staging.vortexplore.com,,Male,White,0.33885264869147935,0.4543834493825934,4,2,3,3,2,4,4,4,2,4,4,3,4,3,6
test.John.Rivera@survey.staging.vortexplore.com,John,Rivera,John Rivera,Engineering ,Hardware,Hardware 2,Hardware 2-4,,test.Kelly.Simon@survey.staging.vortexplore.com,,Female,White,0.0009230386432333981,0.4543834493825934,4,3,3,4,2,4,4,5,2,3,5,5,4,4,2
test.Christopher.Acosta@survey.staging.vortexplore.com,Christopher,Acosta,Christopher Acosta,Engineering ,Hardware,Hardware 2,Hardware 2-4,,test.Kelly.Simon@survey.staging.vortexplore.com,,Female,White,0.002639707436947858,0.4543834493825934,2,3,4,2,2,4,1,5,2,3,4,4,4,3,3
test.Heidi.Davis@survey.staging.vortexplore.com,Heidi,Davis,Heidi Davis,Engineering ,Hardware,Hardware 2,Hardware 2-5,,test.Karen.Sanchez@survey.staging.vortexplore.com,,Male,White,0.24281622616796378,0.005711760484207629,3,3,3,3,2,3,4,3,2,3,4,1,3,2,2
test.Anna.Roberson@survey.staging.vortexplore.com,Anna,Roberson,Anna Roberson,Engineering ,Hardware,Hardware 2,Hardware 2-5,,test.Heidi.Davis@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.21492776164068578,0.24281622616796378,4,5,3,5,3,4,1,5,2,4,5,5,4,5,1
test.Dustin.Oneill@survey.staging.vortexplore.com,Dustin,Oneill,Dustin Oneill,Engineering ,Hardware,Hardware 2,Hardware 2-5,,test.Heidi.Davis@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.2701809313764223,0.24281622616796378,4,4,3,4,2,3,4,4,2,4,3,4,3,5,2
test.Kimberly.Wilson@survey.staging.vortexplore.com,Kimberly,Wilson,Kimberly Wilson,Engineering ,Hardware,Hardware 2,Hardware 2-5,,test.Heidi.Davis@survey.staging.vortexplore.com,,Male,White,0.07394678630634788,0.24281622616796378,3,3,3,4,2,4,4,3,2,3,4,4,3,4,3
test.Rachel.Becker@survey.staging.vortexplore.com,Rachel,Becker,Rachel Becker,Engineering ,Hardware,Hardware 2,Hardware 2-5,,test.Heidi.Davis@survey.staging.vortexplore.com,,Male,White,0.3636868581692154,0.24281622616796378,3,2,3,3,2,3,5,3,3,3,4,4,4,3,3
test.Caitlyn.Bates@survey.staging.vortexplore.com,Caitlyn,Bates,Caitlyn Bates,Engineering ,Hardware,Hardware 2,Hardware 2-5,,test.Heidi.Davis@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.05092589770063849,0.24281622616796378,4,3,3,5,2,3,2,3,2,4,3,5,4,4,3
test.Danielle.Cline@survey.staging.vortexplore.com,Danielle,Cline,Danielle Cline,Engineering ,Hardware,Hardware 2,Hardware 2-5,,test.Heidi.Davis@survey.staging.vortexplore.com,,Female,White,0.13087942209357778,0.24281622616796378,4,3,2,2,2,4,2,5,2,3,6,2,4,3,4
test.Jasmine.Mcintosh@survey.staging.vortexplore.com,Jasmine,Mcintosh,Jasmine Mcintosh,Engineering ,Hardware,Hardware 2,Hardware 2-5,,test.Heidi.Davis@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.11123452093015318,0.24281622616796378,3,4,3,2,2,4,3,5,2,4,4,5,4,5,3
test.Tommy.Williams@survey.staging.vortexplore.com,Tommy,Williams,Tommy Williams,Engineering ,Hardware,Hardware 2,Hardware 2-6,,test.Karen.Sanchez@survey.staging.vortexplore.com,,Female,White,0.14716711733688298,0.005711760484207629,3,3,3,4,2,3,3,3,2,3,4,4,3,3,1
test.Ashley.Smith@survey.staging.vortexplore.com,Ashley,Smith,Ashley Smith,Engineering ,Hardware,Hardware 2,Hardware 2-6,,test.Tommy.Williams@survey.staging.vortexplore.com,,Female,White,0.3575799335634151,0.14716711733688298,4,3,3,6,2,4,4,3,2,3,5,3,3,3,2
test.Madison.Cruz@survey.staging.vortexplore.com,Madison,Cruz,Madison Cruz,Engineering ,Hardware,Hardware 2,Hardware 2-6,,test.Tommy.Williams@survey.staging.vortexplore.com,,Male,White,0.2767235941409418,0.14716711733688298,5,2,3,1,2,3,4,4,2,3,4,3,4,3,3
test.Jacob.Jackson@survey.staging.vortexplore.com,Jacob,Jackson,Jacob Jackson,Engineering ,Hardware,Hardware 2,Hardware 2-6,,test.Tommy.Williams@survey.staging.vortexplore.com,,Male,White,0.4184246587618952,0.14716711733688298,3,4,3,3,3,3,2,3,3,3,4,4,4,2,2
test.Charles.Taylor@survey.staging.vortexplore.com,Charles,Taylor,Charles Taylor,Engineering ,Hardware,Hardware 2,Hardware 2-6,,test.Tommy.Williams@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.3287470942988176,0.14716711733688298,4,5,3,4,2,4,4,4,2,4,4,4,4,3,2
test.Amy.Mitchell@survey.staging.vortexplore.com,Amy,Mitchell,Amy Mitchell,Engineering ,Hardware,Hardware 2,Hardware 2-6,,test.Tommy.Williams@survey.staging.vortexplore.com,,Female,White,0.08856632706090722,0.14716711733688298,3,4,3,2,2,3,2,4,2,5,4,3,4,4,1
test.Erik.Cole@survey.staging.vortexplore.com,Erik,Cole,Erik Cole,Engineering ,Hardware,Hardware 2,Hardware 2-6,,test.Tommy.Williams@survey.staging.vortexplore.com,,Male,White,0.2933762688256083,0.14716711733688298,3,3,3,2,2,3,4,4,2,3,5,4,3,3,5
test.Michele.Nguyen@survey.staging.vortexplore.com,Michele,Nguyen,Michele Nguyen,Engineering ,Hardware,Hardware 2,Hardware 2-6,,test.Tommy.Williams@survey.staging.vortexplore.com,,Male,White,0.2130567198543858,0.14716711733688298,4,3,3,2,2,4,6,3,2,3,4,3,3,2,5
test.Anna.Jones@survey.staging.vortexplore.com,Anna,Jones,Anna Jones,Engineering ,Hardware,Hardware 2,Hardware 2-6,,test.Tommy.Williams@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.4579935653826696,0.14716711733688298,4,5,3,4,2,3,3,4,2,3,4,4,3,5,4
test.Paul.Kirk@survey.staging.vortexplore.com,Paul,Kirk,Paul Kirk,Engineering ,Hardware,Hardware 2,Hardware 2-6,,test.Tommy.Williams@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.2806390689195915,0.14716711733688298,4,4,3,3,2,3,3,6,2,4,3,4,3,4,1
test.Debbie.Hill@survey.staging.vortexplore.com,Debbie,Hill,Debbie Hill,Engineering ,Hardware,Hardware 2,Hardware 2-6,,test.Tommy.Williams@survey.staging.vortexplore.com,,Male,White,0.25312043298387177,0.14716711733688298,3,3,4,3,2,3,4,5,2,3,4,4,4,2,3
test.Ashley.Frank@survey.staging.vortexplore.com,Ashley,Frank,Ashley Frank,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Karen.Sanchez@survey.staging.vortexplore.com,,Male,White,0.2645273299121723,0.005711760484207629,3,4,2,3,2,3,3,2,2,3,2,2,3,4,3
test.Joe.Rhodes@survey.staging.vortexplore.com,Joe,Rhodes,Joe Rhodes,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Ashley.Frank@survey.staging.vortexplore.com,,Female,White,0.42595729689255357,0.2645273299121723,3,3,3,4,3,4,5,5,2,3,5,3,3,4,2
test.Melissa.Wilson@survey.staging.vortexplore.com,Melissa,Wilson,Melissa Wilson,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Ashley.Frank@survey.staging.vortexplore.com,,Female,White,0.06249450991330935,0.2645273299121723,4,2,4,4,3,4,4,4,2,3,4,3,3,3,3
test.Carmen.Bowman@survey.staging.vortexplore.com,Carmen,Bowman,Carmen Bowman,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Ashley.Frank@survey.staging.vortexplore.com,,Male,White,0.2355686610769161,0.2645273299121723,5,4,3,4,3,3,4,5,2,3,3,2,3,4,3
test.Amanda.Farmer@survey.staging.vortexplore.com,Amanda,Farmer,Amanda Farmer,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Ashley.Frank@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.14804265358657703,0.2645273299121723,5,3,3,2,2,3,6,3,2,3,4,4,4,5,4
test.Jose.Lewis@survey.staging.vortexplore.com,Jose,Lewis,Jose Lewis,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Ashley.Frank@survey.staging.vortexplore.com,,Female,White,0.2185702208669153,0.2645273299121723,3,3,4,4,2,3,4,5,2,3,5,4,4,3,3
test.Dawn.Davidson@survey.staging.vortexplore.com,Dawn,Davidson,Dawn Davidson,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Ashley.Frank@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.47083227242359027,0.2645273299121723,4,4,3,4,2,4,2,4,3,4,4,4,3,5,3
test.Dana.Conner@survey.staging.vortexplore.com,Dana,Conner,Dana Conner,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Ashley.Frank@survey.staging.vortexplore.com,,Male,White,0.4037942961796191,0.2645273299121723,5,3,3,1,2,3,7,4,3,3,4,2,3,2,3
test.Peter.Sherman@survey.staging.vortexplore.com,Peter,Sherman,Peter Sherman,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Ashley.Frank@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.32612985316452187,0.2645273299121723,4,5,3,1,2,3,5,5,2,4,4,5,3,4,3
test.Benjamin.Rodriguez@survey.staging.vortexplore.com,Benjamin,Rodriguez,Benjamin Rodriguez,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Ashley.Frank@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.20523694268265752,0.2645273299121723,4,5,4,2,2,4,1,5,2,4,4,5,4,4,2
test.Sherry.Medina@survey.staging.vortexplore.com,Sherry,Medina,Sherry Medina,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Ashley.Frank@survey.staging.vortexplore.com,,Male,White,0.08734836111177474,0.2645273299121723,3,3,3,3,2,3,4,4,2,3,3,3,4,3,4
test.Jason.Chen@survey.staging.vortexplore.com,Jason,Chen,Jason Chen,Engineering ,Hardware,Hardware 2,Hardware 2-7,,test.Ashley.Frank@survey.staging.vortexplore.com,,Male,White,0.3593300913994201,0.2645273299121723,4,4,4,2,2,3,1,4,2,4,4,3,4,2,3
test.Benjamin.Larsen@survey.staging.vortexplore.com,Benjamin,Larsen,Benjamin Larsen,Engineering ,Hardware,Hardware 2,Hardware 2-8,,test.Karen.Sanchez@survey.staging.vortexplore.com,,Female,White,0.16285359195953292,0.005711760484207629,3,3,3,2,2,4,2,4,2,3,4,3,4,3,2
test.Luis.Wade@survey.staging.vortexplore.com,Luis,Wade,Luis Wade,Engineering ,Hardware,Hardware 2,Hardware 2-8,,test.Luis.Wade@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.057172586933766034,0,4,6,3,1,2,3,3,4,1,4,3,4,3,5,4
test.Kathleen.Ross@survey.staging.vortexplore.com,Kathleen,Ross,Kathleen Ross,Engineering ,Hardware,Hardware 2,Hardware 2-8,,test.Luis.Wade@survey.staging.vortexplore.com,,Male,White,0.0943871800144021,0,1,3,3,3,1,3,3,5,2,2,2,3,4,2,3
test.April.Wilson@survey.staging.vortexplore.com,April,Wilson,April Wilson,Engineering ,Hardware,Hardware 2,Hardware 2-8,,test.Luis.Wade@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.19116504262209577,0,4,4,3,2,2,3,2,5,2,4,3,4,4,4,3
test.Leah.Bush@survey.staging.vortexplore.com,Leah,Bush,Leah Bush,Engineering ,Hardware,Hardware 2,Hardware 2-8,,test.Luis.Wade@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.3660061457376597,0,2,4,3,2,2,3,6,3,2,3,4,4,3,5,3
test.Christina.Downs@survey.staging.vortexplore.com,Christina,Downs,Christina Downs,Engineering ,Hardware,Hardware 2,Hardware 2-8,,test.Luis.Wade@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.21251189251438707,0,4,4,2,4,2,3,4,4,1,4,3,3,4,4,2
test.Julie.Mcbride@survey.staging.vortexplore.com,Julie,Mcbride,Julie Mcbride,Engineering ,Hardware,Hardware 2,Hardware 2-8,,test.Luis.Wade@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.1697796361602812,0,5,3,3,3,3,4,4,5,2,4,5,5,3,4,1
test.Kyle.Soto@survey.staging.vortexplore.com,Kyle,Soto,Kyle Soto,Engineering ,Hardware,Hardware 2,Hardware 2-8,,test.Luis.Wade@survey.staging.vortexplore.com,,Male,White,0.15702754063247248,0,2,2,3,3,2,4,2,3,1,4,3,3,3,4,1
test.Wendy.Dennis@survey.staging.vortexplore.com,Wendy,Dennis,Wendy Dennis,Engineering ,Hardware,Hardware 2,Hardware 2-8,,test.Luis.Wade@survey.staging.vortexplore.com,,Male,White,0.34540563942760005,0,3,3,3,2,2,2,3,3,2,2,3,3,3,3,3
test.Steven.Schultz@survey.staging.vortexplore.com,Steven,Schultz,Steven Schultz,Engineering ,Software,,,,test.Michael.Garcia@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.2555786401531844,0.21783477208935398,3,4,3,4,2,4,2,6,2,4,4,4,3,3,1
test.Heather.White@survey.staging.vortexplore.com,Heather,White,Heather White,Engineering ,Software,Software 1,,,test.Steven.Schultz@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.11349063034810758,0.2555786401531844,5,5,3,3,2,3,2,3,2,4,3,5,3,4,3
test.William.Day@survey.staging.vortexplore.com,William,Day,William Day,Engineering ,Software,Software 1,Software 1-1,,test.Heather.White@survey.staging.vortexplore.com,,Female,White,0.010778275350268984,0.11349063034810758,4,3,3,2,2,4,2,3,2,3,4,4,3,2,3
test.Kendra.Jones@survey.staging.vortexplore.com,Kendra,Jones,Kendra Jones,Engineering ,Software,Software 1,Software 1-1,,test.William.Day@survey.staging.vortexplore.com,,Male,White,0.11188635631589439,0.010778275350268984,5,3,4,3,2,3,5,4,2,3,2,3,3,4,2
test.Jennifer.Garza@survey.staging.vortexplore.com,Jennifer,Garza,Jennifer Garza,Engineering ,Software,Software 1,Software 1-1,,test.William.Day@survey.staging.vortexplore.com,,Male,White,-0.7165135430485977,0.010778275350268984,4,4,3,2,2,3,5,4,2,3,4,3,3,1,4
test.Kelly.Robles@survey.staging.vortexplore.com,Kelly,Robles,Kelly Robles,Engineering ,Software,Software 1,Software 1-1,,test.William.Day@survey.staging.vortexplore.com,,Female,White,0.13014107228541677,0.010778275350268984,4,2,4,4,2,3,3,4,3,4,5,4,4,2,1
test.Thomas.Harris@survey.staging.vortexplore.com,Thomas,Harris,Thomas Harris,Engineering ,Software,Software 1,Software 1-1,,test.William.Day@survey.staging.vortexplore.com,,Male,White,0.08132406452871732,0.010778275350268984,3,4,2,3,2,2,5,4,3,2,3,1,3,3,3
test.David.Hartman@survey.staging.vortexplore.com,David,Hartman,David Hartman,Engineering ,Software,Software 1,Software 1-1,,test.William.Day@survey.staging.vortexplore.com,,Male,White,0.05388727612654115,0.010778275350268984,4,2,4,2,2,3,3,3,1,4,3,4,4,2,2
test.Robert.Roach@survey.staging.vortexplore.com,Robert,Roach,Robert Roach,Engineering ,Software,Software 1,Software 1-1,,test.William.Day@survey.staging.vortexplore.com,,Male,White,-1.0858839059451486,0.010778275350268984,3,1,3,4,2,3,4,4,2,3,4,2,3,2,3
101.test.Christopher.Johnson@survey.staging.vortexplore.com,Christopher,Johnson,Christopher Johnson,Engineering ,Software,Software 1,Software 1-1,,test.William.Day@survey.staging.vortexplore.com,,Male,White,0.476690953552961,0.010778275350268984,3,2,3,3,2,3,3,4,3,3,3,1,3,3,2
test.Christina.Long@survey.staging.vortexplore.com,Christina,Long,Christina Long,Engineering ,Software,Software 1,Software 1-1,,test.William.Day@survey.staging.vortexplore.com,,Female,White,0.45580762441470574,0.010778275350268984,4,2,2,3,2,4,2,3,2,3,3,4,4,2,3
test.Martin.Lopez@survey.staging.vortexplore.com,Martin,Lopez,Martin Lopez,Engineering ,Software,Software 1,Software 1-1,,test.William.Day@survey.staging.vortexplore.com,,Male,White,0.49016782796685615,0.010778275350268984,3,3,2,2,2,3,5,4,2,3,3,4,3,3,2
test.Heidi.Conner@survey.staging.vortexplore.com,Heidi,Conner,Heidi Conner,Engineering ,Software,Software 1,Software 1-1,,test.William.Day@survey.staging.vortexplore.com,,Male,White,0.29498923207455807,0.010778275350268984,4,2,4,1,2,3,2,4,1,3,3,2,2,2,4
test.Don.Davis@survey.staging.vortexplore.com,Don,Davis,Don Davis,Engineering ,Software,Software 1,Software 1-2,,test.Heather.White@survey.staging.vortexplore.com,,Female,White,0.25386849000739814,0.11349063034810758,2,4,2,3,2,4,3,5,3,3,3,2,3,3,3
102.test.Michael.Miller@survey.staging.vortexplore.com,Michael,Miller,Michael Miller,Engineering ,Software,Software 1,Software 1-2,,test.Don.Davis@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.06085839721788261,0.25386849000739814,4,4,4,2,2,4,5,4,2,4,5,3,4,4,2
test.Joshua.Ramirez@survey.staging.vortexplore.com,Joshua,Ramirez,Joshua Ramirez,Engineering ,Software,Software 1,Software 1-2,,test.Don.Davis@survey.staging.vortexplore.com,,Male,Ethnic Minority,-0.8075026893452187,0.25386849000739814,5,4,3,3,3,3,6,4,2,4,3,4,3,4,3
test.Melinda.Murray@survey.staging.vortexplore.com,Melinda,Murray,Melinda Murray,Engineering ,Software,Software 1,Software 1-2,,test.Don.Davis@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.32385727484265864,0.25386849000739814,4,4,3,4,2,3,5,4,2,5,4,4,4,5,5
test.Jackson.Dunn@survey.staging.vortexplore.com,Jackson,Dunn,Jackson Dunn,Engineering ,Software,Software 1,Software 1-2,,test.Don.Davis@survey.staging.vortexplore.com,,Male,White,0.12535618487556033,0.25386849000739814,4,3,3,2,2,3,2,3,2,3,5,5,4,4,4
test.Andrew.Kelley@survey.staging.vortexplore.com,Andrew,Kelley,Andrew Kelley,Engineering ,Software,Software 1,Software 1-2,,test.Don.Davis@survey.staging.vortexplore.com,,Male,White,0.26058858383261574,0.25386849000739814,4,3,4,4,2,3,3,3,2,4,5,3,3,3,2
test.Erin.Daugherty@survey.staging.vortexplore.com,Erin,Daugherty,Erin Daugherty,Engineering ,Software,Software 1,Software 1-2,,test.Don.Davis@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.37417828395220504,0.25386849000739814,4,4,4,4,3,3,4,4,2,3,4,5,4,5,3
test.John.Charles@survey.staging.vortexplore.com,John,Charles,John Charles,Engineering ,Software,Software 1,Software 1-2,,test.Don.Davis@survey.staging.vortexplore.com,,Male,White,0.25276301944454366,0.25386849000739814,4,3,3,5,2,3,4,5,2,5,3,4,4,4,4
test.Amy.Padilla@survey.staging.vortexplore.com,Amy,Padilla,Amy Padilla,Engineering ,Software,Software 1,Software 1-3,,test.Heather.White@survey.staging.vortexplore.com,,Male,White,0.15601948068468646,0.11349063034810758,4,3,3,4,2,3,4,2,2,3,3,3,3,1,2
test.Stephen.Lambert@survey.staging.vortexplore.com,Stephen,Lambert,Stephen Lambert,Engineering ,Software,Software 1,Software 1-3,,test.Amy.Padilla@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.3019297550904139,0.15601948068468646,5,4,3,2,2,4,3,4,2,4,5,5,4,4,3
test.Scott.Gonzales@survey.staging.vortexplore.com,Scott,Gonzales,Scott Gonzales,Engineering ,Software,Software 1,Software 1-3,,test.Amy.Padilla@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.18436737523633911,0.15601948068468646,4,5,3,4,2,4,2,3,2,5,4,4,4,4,4
test.Taylor.Moore@survey.staging.vortexplore.com,Taylor,Moore,Taylor Moore,Engineering ,Software,Software 1,Software 1-3,,test.Amy.Padilla@survey.staging.vortexplore.com,,Male,White,0.14802307136369325,0.15601948068468646,3,4,4,3,2,3,2,4,2,3,3,3,4,3,3
test.Brian.Juarez@survey.staging.vortexplore.com,Brian,Juarez,Brian Juarez,Engineering ,Software,Software 1,Software 1-3,,test.Amy.Padilla@survey.staging.vortexplore.com,,Male,White,0.21713964599351132,0.15601948068468646,3,3,4,4,2,3,3,3,3,3,3,2,3,3,3
test.Kevin.Johnson@survey.staging.vortexplore.com,Kevin,Johnson,Kevin Johnson,Engineering ,Software,Software 1,Software 1-3,,test.Amy.Padilla@survey.staging.vortexplore.com,,Female,White,0.4753743694859095,0.15601948068468646,4,2,3,3,2,3,4,3,2,4,5,4,3,3,3
test.Jillian.Taylor@survey.staging.vortexplore.com,Jillian,Taylor,Jillian Taylor,Engineering ,Software,Software 1,Software 1-3,,test.Amy.Padilla@survey.staging.vortexplore.com,,Male,White,0.3166031159964062,0.15601948068468646,3,4,2,3,2,3,6,3,2,3,3,3,3,3,5
test.Cindy.Espinoza@survey.staging.vortexplore.com,Cindy,Espinoza,Cindy Espinoza,Engineering ,Software,Software 1,Software 1-3,,test.Amy.Padilla@survey.staging.vortexplore.com,,Male,White,0.008888467611576578,0.15601948068468646,2,3,4,1,3,3,3,4,2,3,3,3,4,2,3
test.Karen.Cook@survey.staging.vortexplore.com,Karen,Cook,Karen Cook,Engineering ,Software,Software 1,Software 1-3,,test.Amy.Padilla@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.48212626567009303,0.15601948068468646,4,5,4,4,2,4,4,5,1,4,3,4,4,4,3
test.Cory.Lopez@survey.staging.vortexplore.com,Cory,Lopez,Cory Lopez,Engineering ,Software,Software 1,Software 1-3,,test.Amy.Padilla@survey.staging.vortexplore.com,,Male,White,0.0792756070140353,0.15601948068468646,3,4,3,4,2,3,4,4,2,3,3,4,4,3,2
